Benchmark,simSeconds,simTicks,simInsts,hostSeconds,hostTickRate,hostMemory,simOps,system.cpu.numCycles,system.cpu.cpi,system.cpu.ipc,system.cpu.dcache.demandMissRate::total,system.cpu.idleCycles,system.cpu.tickCycles,system.mem_ctrls.dram.rank0.totalEnergy,system.mem_ctrls.dram.rank1.totalEnergy,system.mem_ctrls.dram.rank0.averagePower,system.mem_ctrls.dram.rank0.averagePower
CF1,2.1e-05,20864000.0,15008.0,0.08,262515222.0,618680.0,15008.0,41728.0,2.780384,0.359663,0.034108,20909.0,20819.0,12675675.0,9276900.0,607.538104,607.538104
MDyn,0.017777,17776871000.0,4282809.0,21.03,845366540.0,619080.0,4282809.0,35553742.0,8.301501,0.12046,0.252528,27337644.0,8216098.0,10738777380.0,10734509670.0,604.08704,604.08704
STL2b,0.003178,3178081500.0,397497.0,2.47,1288037523.0,618968.0,397497.0,6356163.0,15.990468,0.062537,0.619327,5525770.0,830393.0,2324980485.0,2316710715.0,731.567295,731.567295
ML2BWld,0.003719,3719278500.0,788918.0,3.06,1215459759.0,618956.0,788918.0,7438557.0,9.428809,0.106058,0.270621,6141554.0,1297003.0,2319995955.0,2319607785.0,623.775809,623.775809
MD,0.000163,162634500.0,190319.0,0.66,244828786.0,618816.0,190319.0,325269.0,1.709073,0.585113,0.021447,41058.0,284211.0,80804010.0,90744795.0,496.844212,496.844212
CRf,0.000112,112116500.0,165385.0,0.84,133313651.0,618664.0,165385.0,224233.0,1.355824,0.737559,0.001876,21045.0,203188.0,56403150.0,51906300.0,503.076264,503.076264
CCa,3.8e-05,37733000.0,51717.0,0.14,268478778.0,618660.0,51717.0,75466.0,1.459211,0.685302,0.081688,20191.0,55275.0,20203380.0,17019240.0,535.429995,535.429995
DP1d,0.000327,327173000.0,293977.0,1.02,320039783.0,618824.0,293977.0,654346.0,2.225841,0.449268,0.036198,197101.0,457245.0,167623380.0,165254820.0,512.338671,512.338671
CCe,6.1e-05,60609500.0,76331.0,0.22,269933398.0,618668.0,76331.0,121219.0,1.58807,0.629695,0.010167,24858.0,96361.0,30966450.0,27700830.0,510.91743,510.91743
DPTd,5.6e-05,55549000.0,50197.0,0.2,276901010.0,618696.0,50197.0,111098.0,2.21324,0.451826,0.027571,24391.0,86707.0,29312760.0,25757790.0,527.691948,527.691948
EI,3.4e-05,33886500.0,39358.0,0.21,165123360.0,618668.0,39358.0,67773.0,1.721962,0.580733,0.082143,21241.0,46532.0,18793320.0,15542280.0,554.596078,554.596078
DPcvt,5.1e-05,51489000.0,33240.0,0.17,300769441.0,618684.0,33240.0,102978.0,3.098014,0.322787,0.03315,31635.0,71343.0,28321125.0,23566380.0,550.042242,550.042242
EM5,3.2e-05,31629500.0,35251.0,0.11,282206309.0,618664.0,35251.0,63259.0,1.794531,0.557249,0.081541,20884.0,42375.0,17902140.0,14675400.0,565.995036,565.995036
ML2BWldst,0.003839,3839039500.0,821686.0,3.23,1187054528.0,618956.0,821686.0,7678079.0,9.344298,0.107017,0.236936,6433525.0,1244554.0,2569242930.0,2570390565.0,669.241077,669.241077
DP1f,0.000172,172158000.0,149964.0,0.74,232001892.0,618792.0,149964.0,344316.0,2.295991,0.435542,0.036552,110268.0,234048.0,86995800.0,89702580.0,505.325341,505.325341
STc,9.5e-05,94712000.0,70173.0,0.29,328257702.0,618684.0,70173.0,189424.0,2.699386,0.370455,0.018734,32265.0,157159.0,48793470.0,43958040.0,515.177274,515.177274
CS3,0.000126,126284000.0,75058.0,0.46,275453183.0,618668.0,75058.0,252568.0,3.364971,0.297179,0.018567,23721.0,228847.0,61903140.0,58611360.0,490.189889,490.189889
MI,0.000111,111231500.0,168504.0,0.44,250940602.0,618680.0,168504.0,222463.0,1.320224,0.757447,0.005095,48420.0,174043.0,56337480.0,51566460.0,506.48854,506.48854
MIP,7.2e-05,72095000.0,46492.0,0.18,401892641.0,618708.0,46492.0,144190.0,3.101394,0.322436,0.079111,48007.0,96183.0,41494005.0,34969380.0,575.546224,575.546224
MCS,0.00139,1389731500.0,272847.0,1.51,922181079.0,618936.0,272847.0,2779463.0,10.186892,0.098165,0.724991,2297151.0,482312.0,798798510.0,780077550.0,574.786216,574.786216
CRm,4.9e-05,49071000.0,53538.0,0.18,265888863.0,618696.0,53538.0,98142.0,1.833128,0.545516,0.010888,28679.0,69463.0,28173855.0,23711205.0,574.144709,574.144709
ML2,0.005916,5915859500.0,985515.0,4.82,1228416056.0,618936.0,985515.0,11831719.0,12.00562,0.083294,0.465645,10288832.0,1542887.0,3746323890.0,3747711795.0,633.267895,633.267895
CChst,6.8e-05,68463500.0,99007.0,0.26,264272472.0,618696.0,99007.0,136927.0,1.383003,0.723064,0.02416,31934.0,104993.0,35139555.0,33897675.0,513.259693,513.259693
MM,0.007516,7515531000.0,3048463.0,13.38,561682582.0,619188.0,3048463.0,15031062.0,4.930702,0.202811,0.202997,9425275.0,5605787.0,4864607850.0,4855565955.0,647.274005,647.274005
ML2st,0.006165,6165116000.0,1051043.0,4.28,1440559602.0,618936.0,1051043.0,12330232.0,11.731425,0.085241,0.404237,10882887.0,1447345.0,4331813160.0,4333453755.0,702.632872,702.632872
MC,0.005247,5246641000.0,338364.0,2.68,1958531446.0,618928.0,338364.0,10493282.0,31.011816,0.032246,0.725806,9645734.0,847548.0,3177560595.0,3419905260.0,605.63713,605.63713
