Benchmark,simSeconds,simTicks,simInsts,hostSeconds,hostTickRate,hostMemory,simOps,system.cpu.numCycles,system.cpu.cpi,system.cpu.ipc,system.cpu.dcache.demandMissRate::total,system.cpu.idleCycles,system.cpu.tickCycles,system.mem_ctrls.dram.rank0.totalEnergy,system.mem_ctrls.dram.rank1.totalEnergy,system.mem_ctrls.dram.rank0.averagePower,system.mem_ctrls.dram.rank0.averagePower
CCa,3.8e-05,37733000.0,51717.0,0.14,266916225.0,619692.0,51717.0,75466.0,1.459211,0.685302,0.081688,20191.0,55275.0,20203380.0,17019240.0,535.429995,535.429995
DP1d,0.000327,326906000.0,293977.0,1.03,317056980.0,619840.0,293977.0,653812.0,2.224024,0.449635,0.036128,196621.0,457191.0,166753515.0,164032200.0,510.09622,510.09622
CCe,6.1e-05,60609500.0,76331.0,0.22,278097639.0,619700.0,76331.0,121219.0,1.58807,0.629695,0.010167,24858.0,96361.0,30966450.0,27700830.0,510.91743,510.91743
DPTd,5.6e-05,55549000.0,50197.0,0.2,283994502.0,619728.0,50197.0,111098.0,2.21324,0.451826,0.027571,24391.0,86707.0,29312760.0,25757790.0,527.691948,527.691948
EI,3.4e-05,33886500.0,39358.0,0.12,288875534.0,619700.0,39358.0,67773.0,1.721962,0.580733,0.082143,21241.0,46532.0,18793320.0,15542280.0,554.596078,554.596078
DPcvt,5.1e-05,51489000.0,33240.0,0.17,302796420.0,619844.0,33240.0,102978.0,3.098014,0.322787,0.03315,31635.0,71343.0,28321125.0,23566380.0,550.042242,550.042242
EM5,3.2e-05,31629500.0,35251.0,0.11,282564506.0,619696.0,35251.0,63259.0,1.794531,0.557249,0.081541,20884.0,42375.0,17902140.0,14675400.0,565.995036,565.995036
ML2BWldst,0.003534,3533725500.0,821686.0,3.19,1108507488.0,620220.0,821686.0,7067451.0,8.601158,0.116263,0.223994,5829719.0,1237732.0,2346856575.0,2346193905.0,664.130979,664.130979
DP1f,0.000172,172158000.0,149964.0,0.54,319120275.0,619824.0,149964.0,344316.0,2.295991,0.435542,0.036552,110268.0,234048.0,86995800.0,89702580.0,505.325341,505.325341
STc,9.5e-05,94712000.0,70173.0,0.28,337715718.0,619716.0,70173.0,189424.0,2.699386,0.370455,0.018734,32265.0,157159.0,48793470.0,43958040.0,515.177274,515.177274
CS3,0.000126,126284000.0,75058.0,0.36,352992691.0,619700.0,75058.0,252568.0,3.364971,0.297179,0.018567,23721.0,228847.0,61903140.0,58611360.0,490.189889,490.189889
MI,0.000111,111231500.0,168504.0,0.45,247794267.0,619712.0,168504.0,222463.0,1.320224,0.757447,0.005095,48420.0,174043.0,56337480.0,51566460.0,506.48854,506.48854
MIP,7.2e-05,72095000.0,46492.0,0.18,411400456.0,619740.0,46492.0,144190.0,3.101394,0.322436,0.079111,48007.0,96183.0,41494005.0,34969380.0,575.546224,575.546224
MCS,0.000519,519016500.0,272847.0,1.4,370918343.0,620148.0,272847.0,1038033.0,3.804451,0.26285,0.208645,662348.0,375685.0,299707845.0,288448530.0,577.453405,577.453405
CRm,4.9e-05,49071000.0,53538.0,0.19,262199726.0,619728.0,53538.0,98142.0,1.833128,0.545516,0.010888,28679.0,69463.0,28173855.0,23711205.0,574.144709,574.144709
ML2,0.005401,5401174500.0,985515.0,3.7,1460008433.0,620108.0,985515.0,10802349.0,10.961121,0.091232,0.432005,9312166.0,1490183.0,3422128575.0,3418463760.0,633.589708,633.589708
CChst,6.8e-05,68463500.0,99007.0,0.26,264563186.0,619728.0,99007.0,136927.0,1.383003,0.723064,0.02416,31934.0,104993.0,35139555.0,33897675.0,513.259693,513.259693
MM,0.007678,7678420000.0,3048463.0,13.36,574946541.0,620516.0,3048463.0,15356840.0,5.037568,0.198508,0.202996,9750740.0,5606100.0,4878525915.0,4871423685.0,635.35544,635.35544
ML2st,0.00563,5630104000.0,1051043.0,4.19,1344367177.0,620108.0,1051043.0,11260208.0,10.713366,0.093341,0.371205,9829925.0,1430283.0,3943430190.0,3938925810.0,700.418712,700.418712
MC,0.003104,3103562000.0,338364.0,1.73,1798761097.0,620136.0,338364.0,6207124.0,18.344517,0.054512,0.442857,5425187.0,781937.0,1981946985.0,1839629370.0,638.603961,638.603961
