Benchmark,simSeconds,simTicks,simInsts,hostSeconds,hostTickRate,hostMemory,simOps,system.cpu.numCycles,system.cpu.cpi,system.cpu.ipc,system.cpu.dcache.demandMissRate::total,system.cpu.idleCycles,system.cpu.tickCycles,system.mem_ctrls.dram.rank0.totalEnergy,system.mem_ctrls.dram.rank1.totalEnergy,system.mem_ctrls.dram.rank0.averagePower,system.mem_ctrls.dram.rank0.averagePower
CRf,0.000112,112116500.0,165385.0,0.48,232765988.0,618596.0,165385.0,224233.0,1.355824,0.737559,0.001876,21045.0,203188.0,56403150.0,51906300.0,503.076264,503.076264
CCa,3.8e-05,37733000.0,51717.0,0.14,267870852.0,618592.0,51717.0,75466.0,1.459211,0.685302,0.081688,20191.0,55275.0,20203380.0,17019240.0,535.429995,535.429995
DP1d,0.000328,327883000.0,293977.0,1.05,312991613.0,618880.0,293977.0,655766.0,2.230671,0.448296,0.036381,198372.0,457394.0,167973585.0,165730905.0,512.297329,512.297329
CCe,6.1e-05,60609500.0,76331.0,0.22,270327730.0,618600.0,76331.0,121219.0,1.58807,0.629695,0.010167,24858.0,96361.0,30966450.0,27700830.0,510.91743,510.91743
ML2BW,0.003843,3843068500.0,821686.0,3.31,1160604444.0,618880.0,821686.0,7686137.0,9.354105,0.106905,0.236963,6441553.0,1244584.0,2566890045.0,2567283795.0,667.927216,667.927216
DPTd,5.6e-05,55549000.0,50197.0,0.19,288113034.0,618632.0,50197.0,111098.0,2.21324,0.451826,0.027571,24391.0,86707.0,29312760.0,25757790.0,527.691948,527.691948
EI,3.4e-05,33886500.0,39358.0,0.12,285846534.0,618600.0,39358.0,67773.0,1.721962,0.580733,0.082143,21241.0,46532.0,18793320.0,15542280.0,554.596078,554.596078
DPcvt,5.1e-05,51489000.0,33240.0,0.17,305460488.0,618616.0,33240.0,102978.0,3.098014,0.322787,0.03315,31635.0,71343.0,28321125.0,23566380.0,550.042242,550.042242
EM5,3.2e-05,31629500.0,35251.0,0.11,281220734.0,618596.0,35251.0,63259.0,1.794531,0.557249,0.081541,20884.0,42375.0,17902140.0,14675400.0,565.995036,565.995036
DP1f,0.000172,172158000.0,149964.0,0.54,317522224.0,618724.0,149964.0,344316.0,2.295991,0.435542,0.036552,110268.0,234048.0,86995800.0,89702580.0,505.325341,505.325341
STc,9.5e-05,94712000.0,70173.0,0.28,333371828.0,618616.0,70173.0,189424.0,2.699386,0.370455,0.018734,32265.0,157159.0,48793470.0,43958040.0,515.177274,515.177274
CS3,0.000126,126284000.0,75058.0,0.35,356155110.0,618600.0,75058.0,252568.0,3.364971,0.297179,0.018567,23721.0,228847.0,61903140.0,58611360.0,490.189889,490.189889
MI,0.000111,111231500.0,168504.0,0.44,251069953.0,618616.0,168504.0,222463.0,1.320224,0.757447,0.005095,48420.0,174043.0,56337480.0,51566460.0,506.48854,506.48854
MIP,7.2e-05,72095000.0,46492.0,0.18,408946222.0,618640.0,46492.0,144190.0,3.101394,0.322436,0.079111,48007.0,96183.0,41494005.0,34969380.0,575.546224,575.546224
MCS,0.000425,425132000.0,272847.0,0.88,484720353.0,618868.0,272847.0,850264.0,3.116267,0.320897,0.089748,521940.0,328324.0,238904430.0,244993590.0,561.953534,561.953534
CRm,4.9e-05,49071000.0,53538.0,0.18,266227196.0,618624.0,53538.0,98142.0,1.833128,0.545516,0.010888,28679.0,69463.0,28173855.0,23711205.0,574.144709,574.144709
ML2,0.005913,5913053500.0,985515.0,3.82,1547147553.0,618872.0,985515.0,11826107.0,11.999926,0.083334,0.465721,10284689.0,1541418.0,3744301380.0,3743658675.0,633.226366,633.226366
CChst,6.8e-05,68463500.0,99007.0,0.26,264668061.0,618632.0,99007.0,136927.0,1.383003,0.723064,0.02416,31934.0,104993.0,35139555.0,33897675.0,513.259693,513.259693
MM,0.007508,7508389000.0,3048463.0,13.34,562676223.0,619120.0,3048463.0,15016778.0,4.926016,0.203004,0.202997,9410946.0,5605832.0,4860916590.0,4854996870.0,647.398076,647.398076
ML2st,0.00616,6160242000.0,1051043.0,4.37,1408387300.0,618868.0,1051043.0,12320484.0,11.72215,0.085309,0.404337,10872985.0,1447499.0,4324485150.0,4323832950.0,701.999232,701.999232
MC,0.000567,566957000.0,338364.0,1.24,456923224.0,618852.0,338364.0,1133914.0,3.351166,0.298404,0.089737,491044.0,642870.0,305355405.0,311765670.0,538.586533,538.586533
