Benchmark,simSeconds,simTicks,simInsts,hostSeconds,hostTickRate,hostMemory,simOps,system.cpu.numCycles,system.cpu.cpi,system.cpu.ipc,system.cpu.dcache.demandMissRate::total,system.cpu.idleCycles,system.cpu.tickCycles,system.mem_ctrls.dram.rank0.totalEnergy,system.mem_ctrls.dram.rank1.totalEnergy,system.mem_ctrls.dram.rank0.averagePower,system.mem_ctrls.dram.rank0.averagePower
DP1d,0.000327,326906000.0,293977.0,1.02,321660075.0,621976.0,293977.0,653812.0,2.224024,0.449635,0.036128,196621.0,457191.0,166753515.0,164032200.0,510.09622,510.09622
CCe,6.1e-05,60609500.0,76331.0,0.21,282928018.0,621836.0,76331.0,121219.0,1.58807,0.629695,0.010167,24858.0,96361.0,30966450.0,27700830.0,510.91743,510.91743
DPTd,5.6e-05,55549000.0,50197.0,0.19,285514430.0,621864.0,50197.0,111098.0,2.21324,0.451826,0.027571,24391.0,86707.0,29312760.0,25757790.0,527.691948,527.691948
EI,3.4e-05,33886500.0,39358.0,0.12,293845860.0,621836.0,39358.0,67773.0,1.721962,0.580733,0.082143,21241.0,46532.0,18793320.0,15542280.0,554.596078,554.596078
DPcvt,5.1e-05,51489000.0,33240.0,0.17,305381499.0,621852.0,33240.0,102978.0,3.098014,0.322787,0.03315,31635.0,71343.0,28321125.0,23566380.0,550.042242,550.042242
EM5,3.2e-05,31629500.0,35251.0,0.11,282989286.0,621832.0,35251.0,63259.0,1.794531,0.557249,0.081541,20884.0,42375.0,17902140.0,14675400.0,565.995036,565.995036
ML2BWldst,0.002878,2878289500.0,821686.0,3.02,954202989.0,622792.0,821686.0,5756579.0,7.005814,0.142739,0.196045,4533582.0,1222997.0,1876815360.0,1875502710.0,652.059273,652.059273
DP1f,0.000172,172158000.0,149964.0,0.54,320910018.0,622088.0,149964.0,344316.0,2.295991,0.435542,0.036552,110268.0,234048.0,86995800.0,89702580.0,505.325341,505.325341
STc,9.5e-05,94712000.0,70173.0,0.28,338927632.0,621852.0,70173.0,189424.0,2.699386,0.370455,0.018734,32265.0,157159.0,48793470.0,43958040.0,515.177274,515.177274
CS3,0.000126,126284000.0,75058.0,0.35,363975844.0,621836.0,75058.0,252568.0,3.364971,0.297179,0.018567,23721.0,228847.0,61903140.0,58611360.0,490.189889,490.189889
MI,0.000111,111231500.0,168504.0,0.45,249456333.0,621848.0,168504.0,222463.0,1.320224,0.757447,0.005095,48420.0,174043.0,56337480.0,51566460.0,506.48854,506.48854
MIP,7.2e-05,72095000.0,46492.0,0.17,412404222.0,621876.0,46492.0,144190.0,3.101394,0.322436,0.079111,48007.0,96183.0,41494005.0,34969380.0,575.546224,575.546224
MCS,0.000397,397021000.0,272847.0,0.84,475074309.0,622476.0,272847.0,794042.0,2.91021,0.343618,0.089175,465913.0,328129.0,215770425.0,219305820.0,543.473582,543.473582
CRm,4.9e-05,49071000.0,53538.0,0.19,263378297.0,621864.0,53538.0,98142.0,1.833128,0.545516,0.010888,28679.0,69463.0,28173855.0,23711205.0,574.144709,574.144709
ML2,0.004268,4267916500.0,985515.0,3.45,1237632629.0,622756.0,985515.0,8535833.0,8.661292,0.115456,0.357982,7148488.0,1387345.0,2708934600.0,2705789820.0,634.720618,634.720618
CChst,6.8e-05,68463500.0,99007.0,0.26,262826960.0,621864.0,99007.0,136927.0,1.383003,0.723064,0.02416,31934.0,104993.0,35139555.0,33897675.0,513.259693,513.259693
MM,0.007688,7687793000.0,3048463.0,13.27,579134870.0,623028.0,3048463.0,15375586.0,5.043717,0.198266,0.202996,9769576.0,5606010.0,4865708700.0,4856538810.0,632.913594,632.913594
ML2st,0.004438,4438039000.0,1051043.0,3.82,1160484988.0,622716.0,1051043.0,8876078.0,8.445019,0.118413,0.300102,7482989.0,1393089.0,3074653695.0,3071937900.0,692.795556,692.795556
MC,0.000536,536185000.0,338364.0,1.21,442201037.0,622328.0,338364.0,1072370.0,3.169279,0.315529,0.089176,429697.0,642673.0,280024005.0,283336125.0,522.25259,522.25259
