Benchmark,simSeconds,simTicks,simInsts,hostSeconds,hostTickRate,hostMemory,simOps,system.cpu.numCycles,system.cpu.cpi,system.cpu.ipc,system.cpu.dcache.demandMissRate::total,system.cpu.idleCycles,system.cpu.tickCycles,system.mem_ctrls.dram.rank0.totalEnergy,system.mem_ctrls.dram.rank1.totalEnergy,system.mem_ctrls.dram.rank0.averagePower,system.mem_ctrls.dram.rank0.averagePower
ML2BWld,0.00372,3719886500.0,788918.0,3.03,1226164928.0,618896.0,788918.0,7439773.0,9.43035,0.106041,0.270686,6142691.0,1297082.0,2319139680.0,2319385170.0,623.443667,623.443667
MD,0.000163,162634500.0,190319.0,0.66,248124961.0,618756.0,190319.0,325269.0,1.709073,0.585113,0.021447,41058.0,284211.0,80804010.0,90744795.0,496.844212,496.844212
CRf,0.000112,112116500.0,165385.0,0.48,233390809.0,618604.0,165385.0,224233.0,1.355824,0.737559,0.001876,21045.0,203188.0,56403150.0,51906300.0,503.076264,503.076264
CCa,3.8e-05,37733000.0,51717.0,0.14,264862308.0,618600.0,51717.0,75466.0,1.459211,0.685302,0.081688,20191.0,55275.0,20203380.0,17019240.0,535.429995,535.429995
DP1d,0.000328,327665000.0,293977.0,1.02,320882118.0,618888.0,293977.0,655330.0,2.229188,0.448594,0.036277,198022.0,457308.0,167853405.0,164955930.0,512.27139,512.27139
CCe,6.1e-05,60609500.0,76331.0,0.22,280221675.0,618604.0,76331.0,121219.0,1.58807,0.629695,0.010167,24858.0,96361.0,30966450.0,27700830.0,510.91743,510.91743
DPTd,5.6e-05,55549000.0,50197.0,0.2,284610804.0,618636.0,50197.0,111098.0,2.21324,0.451826,0.027571,24391.0,86707.0,29312760.0,25757790.0,527.691948,527.691948
EI,3.4e-05,33886500.0,39358.0,0.12,284454011.0,618608.0,39358.0,67773.0,1.721962,0.580733,0.082143,21241.0,46532.0,18793320.0,15542280.0,554.596078,554.596078
DPcvt,5.1e-05,51489000.0,33240.0,0.17,299687728.0,618624.0,33240.0,102978.0,3.098014,0.322787,0.03315,31635.0,71343.0,28321125.0,23566380.0,550.042242,550.042242
EM5,3.2e-05,31629500.0,35251.0,0.11,285536142.0,618608.0,35251.0,63259.0,1.794531,0.557249,0.081541,20884.0,42375.0,17902140.0,14675400.0,565.995036,565.995036
ML2BWldst,0.003842,3842360500.0,821686.0,3.32,1156352206.0,618892.0,821686.0,7684721.0,9.352382,0.106925,0.236993,6440129.0,1244592.0,2567034165.0,2568096795.0,668.087798,668.087798
DP1f,0.000172,172158000.0,149964.0,0.54,320629233.0,618732.0,149964.0,344316.0,2.295991,0.435542,0.036552,110268.0,234048.0,86995800.0,89702580.0,505.325341,505.325341
STc,9.5e-05,94712000.0,70173.0,0.28,337353216.0,618624.0,70173.0,189424.0,2.699386,0.370455,0.018734,32265.0,157159.0,48793470.0,43958040.0,515.177274,515.177274
CS3,0.000126,126284000.0,75058.0,0.35,361421727.0,618608.0,75058.0,252568.0,3.364971,0.297179,0.018567,23721.0,228847.0,61903140.0,58611360.0,490.189889,490.189889
MI,0.000111,111231500.0,168504.0,0.45,245615658.0,618620.0,168504.0,222463.0,1.320224,0.757447,0.005095,48420.0,174043.0,56337480.0,51566460.0,506.48854,506.48854
MIP,7.2e-05,72095000.0,46492.0,0.17,412568266.0,618648.0,46492.0,144190.0,3.101394,0.322436,0.079111,48007.0,96183.0,41494005.0,34969380.0,575.546224,575.546224
MCS,0.000557,556994500.0,272847.0,1.03,541646177.0,618876.0,272847.0,1113989.0,4.082834,0.244928,0.21779,733017.0,380972.0,341264715.0,326309175.0,612.68956,612.68956
CRm,4.9e-05,49071000.0,53538.0,0.19,263350214.0,618636.0,53538.0,98142.0,1.833128,0.545516,0.010888,28679.0,69463.0,28173855.0,23711205.0,574.144709,574.144709
ML2,0.005913,5913053500.0,985515.0,4.04,1465283999.0,618880.0,985515.0,11826107.0,11.999926,0.083334,0.465695,10284285.0,1541822.0,3744382200.0,3744738780.0,633.240034,633.240034
CChst,6.8e-05,68463500.0,99007.0,0.26,265100536.0,618636.0,99007.0,136927.0,1.383003,0.723064,0.02416,31934.0,104993.0,35139555.0,33897675.0,513.259693,513.259693
MM,0.007507,7507202000.0,3048463.0,13.4,560337778.0,619124.0,3048463.0,15014404.0,4.925237,0.203036,0.202998,9408531.0,5605873.0,4856939160.0,4853844360.0,646.970624,646.970624
ML2st,0.006161,6160947000.0,1051043.0,4.35,1414908033.0,618876.0,1051043.0,12321894.0,11.723492,0.085299,0.404282,10874447.0,1447447.0,4326643110.0,4327296825.0,702.269166,702.269166
MC,0.006126,6126376000.0,338364.0,2.12,2883117887.0,618868.0,338364.0,12252752.0,36.211748,0.027615,0.725815,11405170.0,847582.0,3924502725.0,3888058440.0,640.591228,640.591228
