Benchmark,simSeconds,simTicks,simInsts,hostSeconds,hostTickRate,hostMemory,simOps,system.cpu.numCycles,system.cpu.cpi,system.cpu.ipc,system.cpu.dcache.demandMissRate::total,system.cpu.idleCycles,system.cpu.tickCycles,system.mem_ctrls.dram.rank0.totalEnergy,system.mem_ctrls.dram.rank1.totalEnergy,system.mem_ctrls.dram.rank0.averagePower,system.mem_ctrls.dram.rank0.averagePower
CCe,6.1e-05,60609500.0,76331.0,0.24,252921243.0,621752.0,76331.0,121219.0,1.58807,0.629695,0.010167,24858.0,96361.0,30966450.0,27700830.0,510.91743,510.91743
DPTd,5.6e-05,55549000.0,50197.0,0.26,212952922.0,621784.0,50197.0,111098.0,2.21324,0.451826,0.027571,24391.0,86707.0,29312760.0,25757790.0,527.691948,527.691948
EI,3.4e-05,33886500.0,39358.0,0.11,296050859.0,621756.0,39358.0,67773.0,1.721962,0.580733,0.082143,21241.0,46532.0,18793320.0,15542280.0,554.596078,554.596078
DPcvt,5.1e-05,51489000.0,33240.0,0.18,283916113.0,621772.0,33240.0,102978.0,3.098014,0.322787,0.03315,31635.0,71343.0,28321125.0,23566380.0,550.042242,550.042242
EM5,3.2e-05,31629500.0,35251.0,0.15,206970028.0,621756.0,35251.0,63259.0,1.794531,0.557249,0.081541,20884.0,42375.0,17902140.0,14675400.0,565.995036,565.995036
ML2BWldst,0.002893,2893319500.0,821686.0,3.44,840672246.0,622712.0,821686.0,5786639.0,7.042397,0.141997,0.196626,4563337.0,1223302.0,1883502405.0,1881668220.0,650.983206,650.983206
DP1f,0.000172,172158000.0,149964.0,0.54,320982554.0,621880.0,149964.0,344316.0,2.295991,0.435542,0.036552,110268.0,234048.0,86995800.0,89702580.0,505.325341,505.325341
STc,9.5e-05,94712000.0,70173.0,0.28,334303834.0,621772.0,70173.0,189424.0,2.699386,0.370455,0.018734,32265.0,157159.0,48793470.0,43958040.0,515.177274,515.177274
CS3,0.000126,126284000.0,75058.0,0.35,365043096.0,621756.0,75058.0,252568.0,3.364971,0.297179,0.018567,23721.0,228847.0,61903140.0,58611360.0,490.189889,490.189889
MI,0.000111,111231500.0,168504.0,0.44,252097975.0,621768.0,168504.0,222463.0,1.320224,0.757447,0.005095,48420.0,174043.0,56337480.0,51566460.0,506.48854,506.48854
MIP,7.2e-05,72095000.0,46492.0,0.17,412959265.0,621796.0,46492.0,144190.0,3.101394,0.322436,0.079111,48007.0,96183.0,41494005.0,34969380.0,575.546224,575.546224
MCS,0.000397,397021000.0,272847.0,0.85,467894146.0,622264.0,272847.0,794042.0,2.91021,0.343618,0.089175,465913.0,328129.0,215770425.0,219305820.0,543.473582,543.473582
CRm,4.9e-05,49071000.0,53538.0,0.19,262162794.0,621784.0,53538.0,98142.0,1.833128,0.545516,0.010888,28679.0,69463.0,28173855.0,23711205.0,574.144709,574.144709
ML2,0.004286,4285670500.0,985515.0,3.45,1241881992.0,622680.0,985515.0,8571341.0,8.697322,0.114978,0.359307,7182905.0,1388436.0,2716813680.0,2714909100.0,633.929669,633.929669
CChst,6.8e-05,68463500.0,99007.0,0.26,264779650.0,621784.0,99007.0,136927.0,1.383003,0.723064,0.02416,31934.0,104993.0,35139555.0,33897675.0,513.259693,513.259693
MM,0.007684,7683685000.0,3048463.0,13.64,563370129.0,622952.0,3048463.0,15367370.0,5.041022,0.198372,0.202997,9761549.0,5605821.0,4884041325.0,4879471665.0,635.637891,635.637891
ML2st,0.004452,4451710000.0,1051043.0,3.89,1143511625.0,622680.0,1051043.0,8903420.0,8.471033,0.118049,0.301105,7509788.0,1393632.0,3078803205.0,3074768775.0,691.600128,691.600128
MC,0.000536,536185000.0,338364.0,1.23,436518940.0,622248.0,338364.0,1072370.0,3.169279,0.315529,0.089176,429697.0,642673.0,280024005.0,283336125.0,522.25259,522.25259
